Feature_Browser,Device_Gamepads,Header_Connection,Media_CanPlayAudio,Feature_OS,Device_HardwareConcurrency,Header_GlobalPrivacyControl,Media_CanPlayVideo,UserAgent_AppCodeName,Device_Keyboard,Header_Online,Media_TypeSupportedAudio,UserAgent_AppName,Device_MediaDevices,Storage_AppCache,Media_IsTypeSupportedVideo,UserAgent_Product,Device_Pointer,Storage_Notification,Media_Capability,Screen_ColorDepth,Device_Plugins,Storage_Push,Media_Session,Screen_Inner,Device_SpeechEngines,Fonts_Documents,CSS_ColorsCss4,Screen_DPI,Device_VR,Fonts_GlyphOffset,Canvas_ToDataURL,Device_AnyHover,Header_Beacon,Fonts_Proportional,CSS_ColorsSystem,MISC_NavigatorKeys,MISC_PerfNavigation,Canvas_ToBlob,Canvas_GetImageData,Language,Timezone,Geolocation,Audio,Datetime,Elements_Height,Elements_Keys,Canvas_PointInPath,Canvas_IsPointInStroke,DomRect_ElementBoundingClientRect,DomRect_ElementGetClientRects,DomRect_GetClientRects
Chrome,0,keep-alive,probably,macOS 13,12,0,probably,Mozilla,present,true,audio/mp4,Netscape,present,present,probably,Gecko,fine,denied,none,32,PDF Viewer; Chrome PDF Viewer; Chromium PDF Viewer,granted,yes,1920x1080,Google US English; Moira; eSpeak; Google UK English Female,AR PL UMing HK; Comic Sans MS; Courier New; Fira Code; Georgia; Helvetica; Impact; Lucida Console; Noto Sans; Palatino; Tahoma; Times New Roman; Trebuchet MS; Verdana,#1cdd63,110,not supported,1.6888,0d7d52e0effb2e038817950063078620fb4232e9,none,present,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Arial; Bookman; Cantarell; Comic Sans MS; Courier New; DejaVu Sans; Droid Sans; Fira Code; Garamond; Geneva; Liberation Mono; Lucida Console; Lucida Sans; Monaco; Noto Sans; Noto Serif; Open Sans; Palatino; Roboto; Tahoma; Times New Roman; Trebuchet MS; Ubuntu; Verdana,#4c4088,56,0,94f726356c7d7ccca3adc51ef75dfbcdb985b866,749732f367241a53e52dc492a4e9b16045d9d3ef,nl-NL,-540,prompt,b579ccb78161f8a559072eee39d3279b30ed33ea,2023-07-27 05:00,963,32,true,true,2.2333,2.2259,2.2126
Chrome,0,keep-alive,probably,Windows 10,4,1,probably,Mozilla,present,true,audio/webm,Netscape,present,present,,Gecko,fine,granted,partial,32,PDF Viewer,denied,yes,1920x1080,Alex; Moira; Google UK English Male; espeak-ng; Microsoft Mark; Microsoft David,AR PL UMing CN; AR PL UMing HK; Aharoni CLM; Bookman; DejaVu Sans; Geneva; Impact; Liberation Mono; Lucida Console; Monaco; Noto Sans; Palatino; Roboto; Tahoma; Times New Roman; Trebuchet MS; Ubuntu; Verdana,#8722d4,120,not supported,1.6622,4e7c9d54add64e3b598eaa6796fa1ef45037ac69,none,present,AR PL UMing CN; Abyssinica SIL; Aharoni CLM; Arial; Comic Sans MS; Courier New; DejaVu Sans; Droid Sans; Fira Code; Garamond; Georgia; Helvetica; Impact; Liberation Mono; Lucida Console; Monaco; Noto Sans; Noto Serif; Palatino; Roboto; Tahoma; Times New Roman; Trebuchet MS; Ubuntu; Verdana,#7bfb8d,41,0,d97b10100e7cdd69726b35448574155fd6424633,0eebceff36680dca11d029f29cacc83ede0ccb68,en-US,570,prompt,82b07f63079fc43c3be5a1372ca8a1c42d632216,2023-02-16 19:00,700,21,false,false,2.1818,2.2781,2.3078
Chrome,0,keep-alive,maybe,Windows 11,4,1,probably,Mozilla,present,true,audio/webm,Netscape,present,absent,probably,Gecko,fine,granted,full,24,PDF Viewer; Chrome PDF Viewer; Chromium PDF Viewer,denied,no,1360x768,eSpeak; Moira,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Bookman; Comic Sans MS; DejaVu Sans; Fira Code; Georgia; Impact; Liberation Mono; Lucida Console; Monaco; Noto Sans; Noto Serif; Open Sans; Palatino; Roboto; Source Code Pro; Times New Roman; Ubuntu; Verdana,#9fa27c,72,not supported,-1.2456,e695186afc314bcee20a34916c991bb4dd7cc3d2,hover,absent,AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Arial; Comic Sans MS; DejaVu Sans; Helvetica; Lucida Console; Noto Sans; Noto Serif; Palatino; Trebuchet MS,#864200,60,2,df3c0dcb7f75a4990bf7ee8dad45e13c00f705d6,fa3c4cebc206dee40b1b5835f82085ee415b0435,zh-CN,360,prompt,d636b29f2c0e1017cfb1659c7c1ff551e1c73e8c,2023-02-16 09:00,805,36,false,false,1.6438,1.7368,1.737
Edge,0,keep-alive,maybe,Windows 10,4,1,maybe,Mozilla,present,true,audio/mp4; audio/ogg; audio/webm,Netscape,present,present,maybe,Gecko,fine,granted,full,24,PDF Viewer,default,yes,1366x768,Fiona; eSpeak,AR PL UMing HK; Abyssinica SIL; Georgia; Liberation Mono; Lucida Console; Monaco; Roboto; Times New Roman,#55c438,96,not supported,0.1096,4ae9014311eee41b7ef8a08657f7cdb50d0946cc,none,present,Abyssinica SIL; Courier New; Droid Sans; Garamond; Geneva; Georgia; Liberation Mono; Roboto,#65039a,60,0,4d1e4ae00baac36786c47a4192445e36bdb697e1,6cbeeb1376b86529691602320c11e5fdd69546ef,nl-NL,-60,prompt,a5d4a2ae89a83fad75f30b82e7168b43a1ab9837,2023-09-25 20:00,949,36,true,false,1.713,1.6504,1.698
Chrome,0,keep-alive,probably,macOS 12,8,0,probably,Mozilla,present,true,audio/ogg; audio/webm,Netscape,present,present,,Gecko,fine,granted,partial,24,,default,yes,1600x900,Samantha; Microsoft David,AR PL UMing HK; Cantarell; Droid Sans; Garamond; Geneva; Helvetica; Impact; Liberation Mono; Lucida Console; Monaco; Noto Sans; Open Sans; Palatino; Source Code Pro; Tahoma; Times New Roman; Ubuntu,#e74804,192,not supported,0.0172,ffa8a9d2e0ac166ed05f3aa5eb8e9d8565b33061,hover,absent,Bookman; Comic Sans MS; Courier New; DejaVu Sans; Fira Code; Georgia; Impact; Liberation Mono; Palatino; Roboto; Times New Roman; Trebuchet MS,#388994,50,0,1ffcc3c16c95fd4d0bb5c32bfb1ea3e96af6c16d,28f191ebd8f4229ebdb2dcce773a14eb51c7951f,en-US,-360,prompt,230fb25eb8c5ee6f9c0ecb034ed781bba94dbd10,2023-10-05 07:00,915,27,false,false,0.6124,0.5967,0.5443
Chrome,0,close,maybe,Windows 11,6,0,maybe,Mozilla,present,true,audio/webm,Netscape,present,absent,probably,Gecko,fine,default,full,24,PDF Viewer; Chrome PDF Viewer; Chromium PDF Viewer,default,yes,2560x1440,Festival,AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Cantarell; Comic Sans MS; DejaVu Sans; Droid Sans; Garamond; Geneva; Georgia; Helvetica; Impact; Liberation Mono; Lucida Console; Lucida Sans; Monaco; Noto Serif; Open Sans; Palatino; Source Code Pro; Tahoma; Trebuchet MS; Ubuntu; Verdana,#b2dc37,96,not supported,-0.1709,7eb1c9a526e5ae1fcb2b3deea41a5e5ead93776d,hover,absent,AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Bookman; Cantarell; Comic Sans MS; Droid Sans; Geneva; Lucida Console; Open Sans; Roboto; Source Code Pro; Times New Roman; Trebuchet MS; Ubuntu,#cb265c,31,2,6bbb6fd7067b5cb6b911c2642300ee96097a56c8,9c4c9961644dc470e2257322a85c06056d879e3c,zh-CN,345,granted,d91d4e65fe5fe2fc23bc67fa138c3e8cc9294888,2023-12-19 05:00,777,28,false,true,2.1425,2.1211,2.1125
Edge,0,keep-alive,probably,Windows 10,4,0,,Mozilla,present,true,audio/mp4; audio/ogg; audio/webm,Netscape,present,present,maybe,Gecko,fine,denied,none,32,PDF Viewer; Chrome PDF Viewer,denied,yes,1366x768,Victoria,AR PL UMing HK; Aharoni CLM; Bookman; Cantarell; Geneva; Liberation Mono; Monaco; Roboto,#8d5462,96,not supported,-0.3393,a66192aaa960b16f2d7d28e8ad8732bd9f8641e1,hover,present,AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Arial; Bookman; Comic Sans MS; Courier New; DejaVu Sans; Geneva; Helvetica; Liberation Mono; Lucida Sans; Monaco; Noto Sans; Palatino; Source Code Pro; Verdana,#5ef297,42,2,4094d20a316585019f607f428cf208a23a81bbff,e470c206ef10bc3e63ed7cf9f28a63662cdb16fd,hi-IN,180,prompt,7e37d469529fcf07fe1e7d5786596dcb88c2ba30,2022-09-20 19:00,641,41,false,true,0.5305,0.5577,0.6326
Firefox,0,upgrade,probably,iOS 16,4,1,probably,Mozilla,present,true,audio/webm,Netscape,present,present,probably,Gecko,fine,granted,full,24,PDF Viewer; Chrome PDF Viewer,denied,yes,3840x2160,Microsoft Zira,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Arial; Cantarell; DejaVu Sans; Droid Sans; Garamond; Impact; Lucida Console; Lucida Sans; Monaco; Noto Serif; Source Code Pro; Tahoma; Verdana,#212fa9,96,not supported,-0.7886,105def6701c44b8a0e435bfe3f98ca147b148ff6,hover,present,AR PL UMing CN; Abyssinica SIL; Bookman; Cantarell; Courier New; Droid Sans; Fira Code; Garamond; Georgia; Helvetica; Impact; Liberation Mono; Lucida Console; Monaco; Noto Sans; Open Sans; Roboto; Source Code Pro; Times New Roman; Trebuchet MS; Ubuntu,#591ba2,35,0,2c0df0e41b56c78dde94e7c5b8a2192bfafe238e,23fe1bbb14d3cd57d2b6c588ae9088ce6ed050ae,en-US,390,denied,2a2898a6f044e841498cb9cae0ff9496dd16697a,2022-05-17 12:00,629,37,true,true,1.097,1.1137,1.1535
Chrome,1,keep-alive,probably,macOS 12,4,0,probably,Mozilla,absent,true,audio/mp4; audio/ogg; audio/webm,Netscape,present,present,probably,Gecko,fine,denied,none,32,PDF Viewer,granted,yes,1920x1080,espeak-ng; Microsoft Mark; Samantha,AR PL UMing CN; AR PL UMing HK; Arial; Bookman; Cantarell; DejaVu Sans; Droid Sans; Fira Code; Geneva; Helvetica; Liberation Mono; Lucida Console; Lucida Sans; Monaco; Noto Sans; Noto Serif; Open Sans; Palatino; Roboto; Source Code Pro; Tahoma; Times New Roman; Trebuchet MS; Ubuntu; Verdana,#838b82,100,not supported,0.4529,5ae1cdf36f6a7127ef7ca348e1a535611ea589b9,none,present,AR PL UMing CN; Abyssinica SIL; Arial; Cantarell; Courier New; DejaVu Sans; Droid Sans; Garamond; Geneva; Georgia; Helvetica; Impact; Lucida Console; Lucida Sans; Monaco; Noto Sans; Noto Serif; Open Sans; Roboto; Source Code Pro; Tahoma; Verdana,#51a4a1,44,0,1a4040a706f9b8e941eb12ff534eddc2d45294ca,45e1556a086dbd18bcf7fd65edf88afa2660ef3b,ar-SA,600,granted,728f4f90457934162edc5e2e0e695c6932df1cda,2022-11-20 02:00,807,35,true,false,1.8918,1.908,1.8252
Chrome,0,keep-alive,probably,macOS 12,8,0,maybe,Mozilla,present,true,audio/mp4; audio/ogg,Netscape,present,present,probably,Gecko,fine,granted,full,24,PDF Viewer; Chrome PDF Viewer; Chromium PDF Viewer,default,yes,1280x960,Alex; eSpeak; Samantha; Festival; Moira,AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Arial; Bookman; Cantarell; Comic Sans MS; Courier New; DejaVu Sans; Droid Sans; Fira Code; Garamond; Geneva; Georgia; Impact; Liberation Mono; Lucida Sans; Noto Sans; Noto Serif; Open Sans; Roboto; Source Code Pro; Tahoma; Times New Roman; Trebuchet MS; Ubuntu; Verdana,#2742cd,120,not supported,-1.882,c494c27b920799ee70633153a27a7c9e2c600c5a,hover,present,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Arial; Bookman; Cantarell; Comic Sans MS; Courier New; Fira Code; Garamond; Geneva; Georgia; Helvetica; Impact; Liberation Mono; Lucida Sans; Monaco; Noto Sans; Noto Serif; Open Sans; Roboto; Source Code Pro; Tahoma; Times New Roman; Verdana,#47b9d0,42,0,c036a3dc5064e985f9fdbccf64de1122932fa8f3,28b33cd0ff7e54c8e395ffe53b60d73af3c1d9de,nl-NL,480,prompt,b29c5ae8b2e69656786375ec0e5196f234a0e270,2022-06-10 09:00,669,28,false,false,2.1241,2.0457,2.1019
Chrome,0,keep-alive,probably,Windows 10,6,0,probably,Mozilla,absent,true,audio/mp4; audio/ogg; audio/webm,Netscape,present,absent,probably,Gecko,fine,granted,full,24,,default,yes,2560x1440,Google UK English Male; Microsoft Zira; eSpeak,AR PL UMing CN; Cantarell; Fira Code; Helvetica; Liberation Mono; Lucida Console; Open Sans; Verdana,#17936f,96,not supported,-0.0396,3c075f2d7345563f0cf734693c954f390d8c937e,hover,present,Abyssinica SIL; Aharoni CLM; Courier New; Liberation Mono; Lucida Console; Open Sans; Tahoma; Trebuchet MS,#294a38,48,1,b78b7c80e793e87963bae140335a9e1a9c9bebcc,458e95424dc33b6f99a873f9edc7078d42111ea2,zh-CN,0,prompt,2c2d68bad1c3f402b9052a0a6bc6669843f8b772,2023-08-08 06:00,880,29,false,false,1.5815,1.5582,1.5896
Chrome,0,keep-alive,,macOS 13,8,0,probably,Mozilla,present,true,audio/mp4; audio/ogg; audio/webm,Netscape,present,present,probably,Gecko,fine,default,full,16,PDF Viewer; Chrome PDF Viewer; Chromium PDF Viewer,default,yes,3840x2160,eSpeak; Google US English; Fiona; Microsoft David; Microsoft Mark; Microsoft Zira,AR PL UMing CN; AR PL UMing HK; Arial; Bookman; Courier New; DejaVu Sans; Georgia; Helvetica; Impact; Liberation Mono; Lucida Sans; Noto Sans; Noto Serif; Roboto; Source Code Pro; Times New Roman; Trebuchet MS; Ubuntu; Verdana,#9282db,100,not supported,-0.6964,0d8d5d548e43195023eaecdda3a629a56b478db9,hover,present,AR PL UMing HK; Aharoni CLM; Comic Sans MS; Courier New; DejaVu Sans; Fira Code; Garamond; Geneva; Helvetica; Impact; Lucida Sans; Roboto; Tahoma; Trebuchet MS; Verdana,#010714,32,0,2642192152216409cf851786ec09cad5363c36f2,7cdbf942a9523db65653a60dbf2cadc79fbe345b,en-US,420,prompt,145c59efc316b3752bb4934e73db7ade3357b7c2,2023-04-11 22:00,762,50,true,false,0.8912,0.9588,0.8763
Chrome,0,keep-alive,probably,Windows 10,8,0,maybe,Mozilla,absent,true,audio/mp4,Netscape,present,present,probably,Gecko,coarse,default,partial,24,PDF Viewer; Chrome PDF Viewer; Chromium PDF Viewer,granted,yes,1920x1080,Karen; Victoria; Google UK English Female; Google US English; Fiona,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Cantarell; DejaVu Sans; Droid Sans; Fira Code; Garamond; Helvetica; Impact; Liberation Mono; Lucida Sans; Monaco; Noto Serif; Palatino; Source Code Pro; Tahoma; Times New Roman; Trebuchet MS; Verdana,#5aa240,216,not supported,-0.6709,baa12a3f7bd4ef35b794b8e5d56855a3aad87e43,none,absent,AR PL UMing CN; Abyssinica SIL; Arial; Cantarell; Comic Sans MS; Courier New; DejaVu Sans; Fira Code; Georgia; Impact; Liberation Mono; Lucida Console; Lucida Sans; Open Sans; Tahoma; Times New Roman; Verdana,#116bb4,51,0,c1aa21ef685ac9f68715ea2e4e835bcf14732c49,3c7cc8fac52d7c90700f4124ba8ced28dec0698e,hi-IN,330,denied,e4b40d47c5e42e0c2040244647b3d3239d53c814,2023-01-26 07:00,794,37,false,false,2.423,2.2931,2.465
Chrome,0,upgrade,probably,Windows 10,4,0,maybe,Mozilla,present,true,audio/ogg; audio/webm,Netscape,present,present,probably,Gecko,fine,default,partial,32,Shockwave Flash; PDF Viewer,default,yes,1280x720,Fiona; Google UK English Male; Samantha; Moira,Aharoni CLM; Cantarell; Comic Sans MS; Droid Sans; Geneva; Georgia; Impact; Liberation Mono; Lucida Sans; Monaco; Noto Sans; Open Sans; Palatino; Roboto; Tahoma,#abc6a8,96,not supported,0.1287,eb2f6ea6a082a2ab0c69a9c046789b9ea6d743f0,hover,present,Abyssinica SIL; Arial; Bookman; Cantarell; Courier New; DejaVu Sans; Georgia; Helvetica; Impact; Liberation Mono; Lucida Sans; Roboto; Times New Roman; Trebuchet MS; Verdana,#ce7d3c,54,1,235ae395891d9c7fa211c4ffb92bdbb3321b6a38,b7ed651577f4a78dd34dec8858ea87f67abb90d1,es-ES,345,denied,7463bd6eb31a3a58e2429a2821b654f192ddac8b,2022-04-18 22:00,670,32,false,false,2.4472,2.389,2.2966
Chrome,0,keep-alive,probably,Windows 11,4,0,probably,Mozilla,absent,true,audio/mp4,Netscape,present,present,maybe,Gecko,fine,default,partial,24,PDF Viewer; Chrome PDF Viewer,default,no,1600x900,Victoria; eSpeak; Fiona; Microsoft David; Festival; Alex,AR PL UMing CN; Aharoni CLM; Comic Sans MS; DejaVu Sans; Helvetica; Impact; Liberation Mono; Lucida Console; Monaco; Tahoma; Trebuchet MS,#588fc2,110,not supported,-0.7209,ea38faecc5ab073557faf665fb37b2bf3efadc1b,hover,absent,AR PL UMing CN; Courier New; DejaVu Sans; Fira Code; Lucida Sans; Monaco; Times New Roman; Trebuchet MS,#a9b628,58,0,13c9b28f060f65d9762aa81df4c2068f0ef07187,10b4385e7bf6457ff459c2afb5337236ad25384e,ja-JP,345,denied,7f5a575227cfba1d45433992c1f090b2b6f0dbad,2023-07-13 07:00,728,46,false,false,1.4922,1.4145,1.4634
Chrome,1,keep-alive,probably,Windows 10,8,0,probably,Mozilla,present,true,audio/mp4; audio/ogg,Netscape,present,absent,probably,Gecko,fine,granted,partial,30,PDF Viewer; Chrome PDF Viewer,default,no,2048x1152,Microsoft Mark; Google UK English Female,Aharoni CLM; Arial; Bookman; Cantarell; Comic Sans MS; Courier New; Garamond; Georgia; Impact; Lucida Console; Noto Sans; Noto Serif; Palatino; Roboto; Tahoma; Times New Roman; Ubuntu; Verdana,#c2ba77,110,not supported,1.652,2578b5e929eb6f8b879babba7a372d20ea68256d,none,present,AR PL UMing CN; Abyssinica SIL; Aharoni CLM; Arial; Bookman; Cantarell; Comic Sans MS; Courier New; DejaVu Sans; Droid Sans; Fira Code; Geneva; Liberation Mono; Lucida Console; Palatino; Roboto; Tahoma; Times New Roman; Ubuntu,#267d7d,34,0,9c30f49801a6d105fe95fca19b35486cf259ada1,1bae34f3f07424676a2c2d67736ccaa4b8acb885,fr-FR,480,granted,753e1720964f6b08f84679f7a4573b59e6e143b5,2022-06-19 11:00,895,45,false,true,2.0273,2.1051,2.1307
Safari,0,upgrade,probably,Windows 11,12,0,probably,Mozilla,present,true,audio/webm,Netscape,present,present,probably,Gecko,fine,granted,partial,24,PDF Viewer,granted,no,3840x2160,Karen; Google US English; Microsoft Zira; Moira; Alex,AR PL UMing HK; Droid Sans; Fira Code; Geneva; Georgia; Liberation Mono; Noto Sans; Noto Serif; Tahoma; Times New Roman; Trebuchet MS; Verdana,#0b078f,120,not supported,0.0394,c73eaa164a544184fa1f282622dbe8cf020a195c,none,present,AR PL UMing CN; Aharoni CLM; Arial; Bookman; Cantarell; Comic Sans MS; Courier New; Droid Sans; Fira Code; Geneva; Georgia; Helvetica; Liberation Mono; Lucida Console; Lucida Sans; Monaco; Noto Sans; Noto Serif; Open Sans; Roboto; Source Code Pro; Tahoma; Times New Roman; Trebuchet MS; Ubuntu; Verdana,#831c37,31,0,5b09b15d020d43102299b827cf66d63e050d176d,d9a4f9db1416e09e90ade296d7348d02160c6c40,en-US,180,prompt,03b94dfa99af94f3fd9fb7918581eb3482f3d606,2023-12-21 20:00,786,32,true,false,0.6242,0.7781,0.7372
Firefox,0,keep-alive,maybe,iOS 16,4,0,probably,Mozilla,present,true,audio/mp4; audio/ogg,Netscape,present,present,maybe,Gecko,fine,denied,none,24,PDF Viewer; Chrome PDF Viewer,granted,no,1440x900,Microsoft Zira; Karen; Google UK English Female; Victoria; Microsoft Mark; Festival,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Arial; Bookman; Comic Sans MS; Courier New; Droid Sans; Fira Code; Geneva; Georgia; Helvetica; Impact; Lucida Console; Lucida Sans; Noto Sans; Open Sans; Palatino; Roboto; Source Code Pro; Tahoma; Times New Roman; Trebuchet MS,#d7a7ec,100,not supported,-0.6404,998ab6a0992026ae77d6b1395431a62f0ccabf80,none,present,AR PL UMing CN; Abyssinica SIL; Arial; Bookman; Cantarell; Comic Sans MS; DejaVu Sans; Fira Code; Geneva; Helvetica; Impact; Lucida Console; Noto Sans; Noto Serif; Open Sans; Roboto; Source Code Pro; Tahoma; Times New Roman; Ubuntu; Verdana,#d7644e,46,0,09749d9d54ef018d31f1c337b26cbe91e0792b97,5936f6535c305469a3a98840e10da2c3129dbd9c,fr-FR,360,denied,6c9c0395f361d30a334b4e0df3e7f3517879dde5,2022-05-03 16:00,953,21,true,false,2.3519,2.4585,2.4896
Firefox,0,keep-alive,probably,iOS 16,4,1,probably,Mozilla,present,true,audio/ogg; audio/webm,Netscape,present,present,probably,Gecko,coarse,default,full,24,PDF Viewer; Chrome PDF Viewer; Chromium PDF Viewer,default,yes,1920x1080,espeak-ng; Microsoft David; Samantha,AR PL UMing HK; Abyssinica SIL; Arial; Bookman; Comic Sans MS; Courier New; DejaVu Sans; Droid Sans; Garamond; Geneva; Helvetica; Liberation Mono; Lucida Console; Monaco; Noto Sans; Open Sans; Palatino; Roboto; Source Code Pro; Tahoma; Times New Roman; Ubuntu; Verdana,#9a26ec,160,not supported,-1.1579,a8c4c516ae38f5c834617d710ddc3f2fe496d852,none,present,AR PL UMing CN; Abyssinica SIL; Aharoni CLM; Cantarell; Comic Sans MS; DejaVu Sans; Droid Sans; Garamond; Georgia; Impact; Lucida Console; Lucida Sans; Monaco; Noto Sans; Noto Serif; Open Sans; Palatino; Roboto; Source Code Pro; Tahoma; Times New Roman; Trebuchet MS; Ubuntu; Verdana,#452a3d,37,2,dae6a4d15b56b7bb9869d4ab0e1d38bc8a6a7ee6,45d3ef71582070672aa432510f913b707daf7ff4,zh-CN,-300,denied,8f63a975d71cc9c5978e43c1d77ff8ef17cebfef,2023-07-12 16:00,736,33,false,true,2.0205,2.0727,2.0038
Chrome,0,upgrade,probably,macOS 13,8,0,probably,Mozilla,absent,true,audio/mp4; audio/ogg; audio/webm,Netscape,present,absent,maybe,Gecko,fine,granted,partial,24,PDF Viewer; Chrome PDF Viewer; Chromium PDF Viewer,default,yes,1920x1080,Victoria; espeak-ng,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Arial; Bookman; Cantarell; Comic Sans MS; Courier New; DejaVu Sans; Fira Code; Geneva; Georgia; Helvetica; Impact; Liberation Mono; Lucida Console; Lucida Sans; Monaco; Open Sans; Roboto; Source Code Pro; Tahoma; Trebuchet MS; Ubuntu,#8f37c9,120,not supported,-1.5798,8818448416db578d854dfa15475ea5b4f8c20d54,hover,present,Aharoni CLM; Arial; Bookman; Cantarell; Courier New; DejaVu Sans; Geneva; Georgia; Impact; Monaco; Noto Serif; Times New Roman; Ubuntu,#2c6b02,37,0,b21c7610096aad90dc42f43b8f3c0bf4948f86a8,ef2f49ee2bbd0a2b0971d5c548ddb13ea89d4722,de-DE,-600,granted,d1baf61b7ab8a33b01f6697dd34ebdca5391dc52,2023-10-01 04:00,676,24,true,false,1.9903,1.9123,1.957
Safari,0,keep-alive,maybe,Windows 10,2,0,probably,Mozilla,present,true,audio/mp4; audio/ogg; audio/webm,Netscape,present,present,probably,Gecko,fine,default,full,24,PDF Viewer; Chrome PDF Viewer,granted,no,1920x1080,Microsoft Mark; Microsoft Zira; Google UK English Male; eSpeak; Google US English; Karen,AR PL UMing HK; Aharoni CLM; Arial; Comic Sans MS; DejaVu Sans; Georgia; Helvetica; Impact; Lucida Console; Noto Serif; Roboto; Source Code Pro; Times New Roman,#880d82,144,not supported,-1.7957,f4282242bc2edf8ae8dfe3a2d348a4cff36ad921,hover,absent,AR PL UMing HK; Abyssinica SIL; Arial; Bookman; Cantarell; Fira Code; Garamond; Georgia; Helvetica; Impact; Liberation Mono; Lucida Sans; Monaco; Palatino; Roboto; Source Code Pro; Trebuchet MS; Ubuntu; Verdana,#76f618,53,0,2413b9b76a7f65595f5cde579475b563688ec02a,f325788a99efc4b28edb6340a67939d4180a3777,en-GB,180,prompt,338a9788e86e9bdfcefcea8a1b4d6576d9837280,2023-09-20 02:00,784,49,false,false,2.3826,2.3975,2.3845
Firefox,0,close,,macOS 13,4,0,probably,Mozilla,absent,true,audio/ogg; audio/webm,Netscape,present,present,probably,Gecko,fine,granted,full,32,PDF Viewer; Chrome PDF Viewer; Chromium PDF Viewer,granted,yes,1440x900,Samantha,AR PL UMing HK; Arial; Bookman; Comic Sans MS; Courier New; DejaVu Sans; Droid Sans; Fira Code; Garamond; Georgia; Helvetica; Impact; Lucida Sans; Noto Serif; Palatino; Roboto; Source Code Pro; Times New Roman,#3c1f00,96,not supported,-1.1429,856f379a9cc023fb8c93369d75691c007daa544c,hover,present,AR PL UMing CN; Bookman; Cantarell; Geneva; Georgia; Helvetica; Liberation Mono; Monaco; Open Sans; Roboto; Source Code Pro,#8dad58,41,1,688f815e10456667f05916fd3afc2abd76a9fbae,4f2d8ed9d9d4c3a529e69069a21b6c0a5fd3f72c,de-DE,480,denied,91bc036fe868fe69304edf8dee56b61f67cebe3e,2022-01-16 18:00,789,50,false,false,1.5877,1.6598,1.6321
Chrome,0,keep-alive,maybe,Windows 10,4,0,maybe,Mozilla,present,true,audio/mp4; audio/ogg; audio/webm,Netscape,present,absent,probably,Gecko,fine,default,full,24,,default,yes,1280x800,Microsoft Mark; Fiona,AR PL UMing CN; AR PL UMing HK; Aharoni CLM; Arial; Bookman; Cantarell; Courier New; DejaVu Sans; Droid Sans; Fira Code; Garamond; Geneva; Helvetica; Impact; Liberation Mono; Lucida Console; Monaco; Noto Sans; Open Sans; Palatino; Roboto; Source Code Pro; Tahoma; Times New Roman; Trebuchet MS; Ubuntu; Verdana,#ddcd2b,96,not supported,-1.6203,836dbda2d82a5647a496c43a004372b5026456d0,hover,present,AR PL UMing CN; Aharoni CLM; Arial; Cantarell; Comic Sans MS; Courier New; Geneva; Helvetica; Impact; Liberation Mono; Open Sans; Trebuchet MS,#eb3354,35,0,3231c867a99ee965ea2ff9e68b7ab01dfbc8f510,84cd48b0a548b3f9b76833573e9cfd3040e2db3e,ja-JP,120,granted,0cc1c53d0b474595c61c97b7943f5f2989c42a4c,2023-06-20 05:00,644,49,true,false,0.8589,1.0141,0.8956
Chrome,0,close,,Windows 11,4,0,maybe,Mozilla,present,true,audio/ogg; audio/webm,Netscape,present,absent,probably,Gecko,fine,granted,full,24,PDF Viewer; Chrome PDF Viewer,default,yes,1440x810,Samantha; Victoria,AR PL UMing CN; Abyssinica SIL; Arial; Cantarell; Comic Sans MS; Courier New; DejaVu Sans; Droid Sans; Fira Code; Garamond; Geneva; Georgia; Helvetica; Monaco; Palatino; Source Code Pro; Tahoma; Times New Roman; Ubuntu; Verdana,#4a887c,110,not supported,-0.5245,8a44f79b0f318330f52525cfacb754bbbafb04e6,hover,present,AR PL UMing CN; Abyssinica SIL; Aharoni CLM; Arial; Bookman; Cantarell; Comic Sans MS; Courier New; DejaVu Sans; Droid Sans; Fira Code; Geneva; Georgia; Helvetica; Impact; Liberation Mono; Lucida Console; Monaco; Noto Serif; Open Sans; Palatino; Roboto; Source Code Pro; Tahoma; Trebuchet MS; Ubuntu; Verdana,#9e9998,55,0,a8143be259abf4ebee9b87574c8b670d021c8ed3,2bd86f854b77bd38730bc116f9ceb7d3b3134ef7,en-US,180,granted,17731c6a90207b3be4c3c205a736e70291ec27bc,2022-02-01 19:00,701,20,false,true,1.8021,1.688,1.7247
